D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,3.095,4.177,4.683,5653.41,48053.08,100,100,100,0.233,,0,0,,,,,0,9.63,1.17,8144.74,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\empty_120_2.d ,1,3.573,3.907,4.976,8402.53,50919.82,100,100,100,0.101,,0,0,,,,,0,0,0.93,16305.65,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_60_1.d ,1,3.311,3.901,4.979,9295.94,51466.88,100,100,100,0.226,,0,0,,,,,0,0,1,14774.52,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_60_2.d ,1,3.091,3.909,4.149,8664.75,53237.8,100,100,100,0.208,,0,0,,,,,54.44,0,0.99,15933.47,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,3.148,3.9,4.974,12002.98,53755.14,100,100,100,0.18,,0,0,,,,,0,118.06,0.69,20054.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,3.37,3.903,4.985,12947.55,53941.58,100,100,100,0.245,,0,0,,,,,0,0,1.01,19024.27,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_60_2.d ,1,3.143,3.917,5.022,9503.51,54130.75,100,100,100,0.225,,0,0,,,,,0,0,1.01,14550.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,3.412,3.902,4.974,10150.52,55772.74,100,100,100,0.144,,0,0,,,,,0,0,0.86,17574.1,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,3.095,4.138,4.616,9516.17,56788.87,100,100,100,0.283,,0,0,,,,,0,0,1.06,12509.31,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\gly_30_1.d ,1,3.566,3.898,5.022,9040.74,57589.02,100,100,100,0.106,,0,0,,,,,0,0,1,17119.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,3.572,3.906,4.974,10179.86,58162.49,100,100,100,0.095,,0,0,,,,,0,0,0.95,17288.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_30_2.d ,1,3.356,3.903,5.023,10323.99,58233.15,100,100,100,0.21,,0,0,,,,,0,0,1,18305.44,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,3.253,3.904,5.026,10690.33,58884.63,100,100,100,0.237,,0,0,,,,,0,0,1.01,16962.52,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,3.418,3.899,4.265,12662.66,59052.76,100,100,100,0.201,,0,0,,,,,0,0,1.16,19553.05,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.517,3.904,4.7,11788.59,65109.19,100,100,100,0.136,,0,0,,,,,0,0,0.9,21898.31,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,3.515,3.907,4.204,10807.78,65262.43,100,100,100,0.258,,0,0,,,,,0,0,0.98,20589.29,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,3.37,3.904,4.984,19754.97,85919.93,100,100,100,0.239,,0,0,,,,,0,0,1,26968.44,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.093,3.897,5.025,21757.93,86237.71,100,100,100,0.189,,0,0,,,,,160,162.03,0,37027.54,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,3.409,3.9,5.023,15166.97,89135.04,100,100,100,0.263,,0,0,,,,,0,0,0.93,26390.68,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_4.d ,1,3.465,4.111,4.584,18471.98,90480.87,100,100,100,0.082,,0,0,,,,,0,0,1,26725.64,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,3.053,3.903,4.985,21724.6,90815.83,100,100,100,0.248,,0,0,,,,,58.38,0,1.07,30761.45,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.144,3.897,4.468,19168.51,96274.09,100,100,100,0.294,,0,0,,,,,0,0,0.99,31289.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,3.148,3.898,4.975,21077.7,98014.34,100,100,100,0.192,,0,0,,,,,0,0,0.71,26837.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,3.09,3.906,4.721,15536.4,98402.6,100,100,100,0.214,,0,0,,,,,0,0,1,28163.38,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_1.d ,1,3.529,3.927,4.985,15247.4,100006.48,100,100,100,0.278,,0,0,,,,,0,0,0.82,29213.38,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.147,3.897,5.026,21593.36,101449.98,100,100,100,0.198,,0,0,,,,,0,0,1,34972.11,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,3.09,3.902,4.852,18117.19,101504.9,100,100,100,0.145,,718.27,0,,,,,74.94,0,0.91,28026.62,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,3.623,3.913,5.025,17895.84,102657.25,100,100,100,0.096,,0,0,,,,,0,0,1,29358.06,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,3.098,3.899,4.262,23176.02,103329.18,100,100,100,0.218,,0,0,,,,,0,0,1.13,34420.85,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,3.099,3.899,4.264,23871.74,103570.15,100,100,100,0.261,,0,0,,,,,0,0,1.01,36187.33,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,3.393,3.909,4.634,39205,104397,100,100,100,1.241,,0,0,0,0,,39205,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,3.095,3.899,4.974,24802.29,110316.28,100,100,100,0.273,,0,0,,,,,0,282.88,0,37448.82,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.096,3.903,4.976,26854.8,130342.59,100,100,100,0.134,,0,0,,,,,86.06,0,0.97,41113.75,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.091,3.908,5.023,23125.78,132665.34,100,100,100,0.253,,0,0,,,,,112.56,0,1.18,47367.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.529,3.905,4.985,33801.94,140516.17,100,100,100,0.257,,0,0,,,,,0,0,0.98,46879.66,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,3.584,3.924,4.987,26158.27,148924.43,100,100,100,0.287,,0,0,,,,,0,0,0.98,53711.68,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,3.41,3.904,5.024,28381.71,155854.86,100,100,100,0.255,,0,0,,,,,0,0,1,48252.44,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,3.53,3.905,4.986,41413.27,168194.61,100,100,100,0.204,,0,0,,,,,0,0,1,51766.61,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.529,3.904,4.985,42429.27,168535.23,100,100,100,0.219,,0,0,,,,,0,0,0.99,63648.16,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,3.528,3.904,4.431,65970,170186,100,100,100,0.903,,0,0,0,0,,65970,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,3.106,3.906,4.985,43881.56,188546.81,100,100,100,0.254,,0,0,,,,,0,0,1,60036.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,3.466,3.902,4.974,41417.2,203416.65,100,100,100,0.246,,0,0,,,,,0,0,0.99,66740.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,3.305,3.904,4.851,72645,211442,100,100,100,1.546,,0,0,0,0,,72645,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,3.371,3.904,4.295,54812.84,214999.52,100,100,100,0.235,,0,0,,,,,0,0,1,71255.85,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,3.367,3.903,4.981,49817.82,215292.31,100,100,100,0.257,,0,0,,,,,0,139.25,0,80088.46,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,3.528,3.903,4.984,56963.99,231698.13,100,100,100,0.22,,0,0,,,,,0,0,0.99,74574.8,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.413,3.906,4.974,46145.67,232469.4,100,100,100,0.221,,0,0,,,,,0,126.13,1.83,84413.31,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,3.581,3.903,4.269,59653.03,242296.05,100,100,100,0.068,,0,0,,,,,0,0,0.99,77837.27,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,3.517,3.908,5.026,46865.13,252412.4,100,100,100,0.214,,0,0,,,,,0,0,1,83134.7,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.413,3.907,4.974,49028.09,254925.41,100,100,100,0.128,,0,0,,,,,0,0,0.97,84430.17,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,3.517,3.91,5.025,45671.93,256319.08,100,100,100,0.134,,0,0,,,,,0,0,1,86051.53,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.36,3.901,4.974,58661.97,273254.31,100,100,100,0.123,,0,0,,,,,0,0,0.96,91711.06,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_5.d ,1,3.681,3.996,4.977,35529.67,274791.69,100,100,100,0.295,,0,0,,,,,0,0,0.99,38464.36,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.093,3.902,4.152,59401.47,291163.47,100,100,100,0.128,,0,0,,,,,103.06,0,0.97,99280.72,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.41,3.902,5.025,64221.65,327660.38,100,100,100,0.13,,0,0,,,,,0,0,0.97,113909.7,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.57,3.906,4.205,60922.22,327944.83,100,100,100,0.132,,0,0,,,,,0,0,1,109039.36,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.516,3.904,5.025,63822.26,334821.07,100,100,100,0.129,,0,0,,,,,0,0,0.98,125223.27,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,3.097,3.424,4.264,65769.01,349815.03,100,100,100,0.234,,0,0,,,,,109.69,109.69,0.89,79538.7,,78.54,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.097,3.41,4.526,112529.47,371573.04,100,100,100,0.193,,0,0,,,,,3195.13,3195.13,0,140075.52,,79.69,  ,73.0281,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.571,3.905,5.026,77023.4,392548.84,100,100,100,0.127,,0,0,,,,,0,0,0.98,135227.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.098,3.901,4.262,99709.75,431292.86,100,100,100,0.122,,708.06,0,,,,,73.88,0,0.96,135824.06,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.467,3.899,4.261,99227.73,432592.64,100,100,100,0.25,,0,0,,,,,0,0,0.99,146568.02,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,3.096,3.406,4.369,77279.01,449312.39,100,100,100,0.23,,0,241.46,,,,,25.06,25.06,0.77,86165.31,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.099,3.404,4.369,100838.96,451790.37,100,100,100,0.209,,613.56,0,,,,,2454.69,2454.69,0,118314.72,,85.23,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,3.097,3.408,3.838,79046.84,472119.25,100,100,100,0.25,,0,0,,,,,0,0,1.07,86134.95,,85.98,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.097,3.409,4.156,109539.93,500420.68,100,100,100,0.214,,0,0,,,,,2183.56,2183.56,0,124515.59,,80.37,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,3.097,3.426,4.976,92458.49,533070.66,100,100,100,0.239,,340.45,0,,,,,11.25,11.25,0.74,110822.27,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,3.097,3.427,4.209,96589.5,535346.16,100,100,100,0.25,,0,0,,,,,101.56,101.56,0.95,124440.37,,75.92,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,3.094,3.425,4.364,99536.54,555137.21,100,100,100,0.248,,0,0,,,,,137.88,137.88,0.96,125510.2,,76.67,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,3.097,3.428,4.384,104020.67,577276.69,100,100,100,0.23,,0,0,,,,,133.94,133.94,0.88,121058.05,,80.64,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.048,3.695,4.985,39641.32,594236.59,100,100,100,0.372,,462.65,0,,,,,122.44,210.06,0.62,0,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,3.101,3.727,4.985,94706.2,755332.18,100,100,100,0.231,,0,560.89,,,,,52.81,521.77,0,111772.45,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,3.098,3.428,4.369,158821.39,846819.46,100,100,100,0.247,,0,0,,,,,110.63,106.96,0.87,189444.63,,74.12,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,3.092,3.709,5.025,126428.38,875838.27,100,100,100,0.236,,0,0,,,,,135.44,364.18,0,175269.84,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,3.098,3.429,4.304,170503.89,892586.67,100,100,100,0.212,,0,0,,,,,400.75,400.75,0.89,224782.47,,74.19,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.095,3.701,4.975,101146.48,1302070.08,100,100,100,0.334,,0,693.7,,,,,71.75,595.31,0.76,0,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,3.094,3.672,5.026,262513.12,1571803.19,100,100,100,0.288,,0,0,,,,,162.56,140.81,0.74,672183,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,3.095,3.676,4.974,307965.34,1752705.94,100,100,100,0.289,,602.46,0,,,,,157.25,257.89,0.82,632982.31,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,3.094,3.673,5.026,454289.85,2108854.05,100,100,100,0.244,,0,0,,,,,60.88,81.41,0.75,625874.69,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,3.097,3.673,4.976,412122.72,2190220.07,100,100,100,0.248,,0,592.82,,,,,294.31,281.63,0.84,670923,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,3.094,3.681,5.026,469458.79,2459379.4,100,100,100,0.245,,0,0,,,,,135,341.79,0.68,0,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,3.095,3.679,4.975,498938.73,2685337.71,100,100,100,0.25,,0,1023.66,,,,,112.81,269.91,0.67,1220139.13,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,3.055,3.677,4.987,565000.18,3219067.47,100,100,100,0.285,,0,1060.16,,,,,29,255.52,0.76,895019.69,,,  ,73.0281,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,3.097,3.679,4.976,833113.92,4152086.87,100,100,100,0.24,,433.61,790.4,,,,,121.06,233.05,0.8,983697.69,,,  ,73.0281,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,3.054,3.667,4.509,355.24,4541.68,100,100,100,0.349,,0,0,,,,,24,72.06,2.04,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,3.056,3.65,4.511,531.85,5435.4,100,100,100,0.249,,0,0,,,,,44.75,88.15,0,0,,,  ,248.9694,,,,,,,,,,,
