D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2306\RC\230619\gly_30_1.d ,1,3.169,4.204,4.878,178.17,1777.22,100,100,100,0.166,,0,0,,,,,169.47,15.59,-0.17,436.27,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,3.185,4.155,5.038,31443.75,272057.28,100,100,100,0.349,,843.08,663.75,,,,,171.88,451.18,1.09,56178.48,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.173,4.145,5.026,25976.35,239512.09,100,100,100,0.154,,0,0,,,,,227.94,172.31,1.08,48940.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,3.172,4.145,5.025,25158.6,232135.28,100,100,100,0.44,,841.37,0,,,,,357.22,71,1.12,53256.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_60_1.d ,1,3.18,3.666,4.449,203.61,5115.8,100,100,100,0.419,,0,0,,,,,43.84,0,0.46,0,,0.23,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,3.174,4.133,5.026,25367.74,204055.26,100,100,100,0.346,,0,0,,,,,76.91,181.39,1.1,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,3.172,4.132,4.548,25757.8,209483.8,100,100,98.9,0.352,,0,0,,,,,75.16,89.94,1.48,40681.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,3.174,3.807,5.027,12033.75,162086.51,100,100,100,0.224,,0,0,,,,,115.91,0,0.32,9411.35,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,3.175,3.809,5.027,11973.16,162724.64,100,100,100,0.227,,0,0,,,,,87.78,100.94,0.32,9858.07,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,3.174,3.806,4.551,19454.23,230644.69,100,100,100,0.198,,0,0,,,,,0,88.84,0.44,13501.99,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.173,3.807,5.025,23400.23,269768.28,100,100,100,0.192,,0,0,,,,,24.59,150.8,0.44,17442.55,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.172,4.138,5.025,22447.88,237837.09,100,100,100,0.378,,526.66,0,,,,,94.78,20.63,1.45,45419.8,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,3.173,4.138,4.495,19690.41,211997.04,100,100,100,0.179,,0,0,,,,,50.5,0,1.74,43860.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,3.176,3.804,5.028,43383.53,521330.38,100,100,100,0.2,,0,0,,,,,44.63,88.28,0.48,44858.45,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,3.177,3.805,4.554,43043.96,518375.8,100,100,100,0.201,,0,0,,,,,69.97,81.53,0.51,42574.96,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_1.d ,1,3.185,4.171,5.038,790.73,11236.81,100,100,100,0.392,,0,0,,,,,72.09,134.92,1.07,2257.28,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,4.034,4.201,5.093,888.2,24259.68,100,100,75.45,0.449,,0,0,,,,,17.45,1.41,0.34,2245.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,3.173,4.133,4.702,1460.25,23856.38,100,100,100,0.272,,0,0,,,,,89.22,0,1.54,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,3.188,4.152,5.041,1554.25,19143.64,100,100,100,0.205,,0,0,,,,,73.56,65,1.09,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,3.186,4.147,5.039,28846.49,221213.02,100,100,100,0.128,,0,465.78,,,,,253.09,160.63,1.05,57840.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.185,4.149,5.038,28746.22,232902,100,100,100,0.135,,673.92,0,,,,,183.22,216.91,1.01,57406.48,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,3.175,4.163,5.027,7282.88,116184.93,100,100,100,0.266,,0,0,,,,,25.38,117.16,1.68,16099.89,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,3.171,4.151,5.024,8709.72,122246.48,100,100,100,0.234,,0,0,,,,,0,191.22,1.56,20702.99,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.173,4.151,5.026,10762.6,153799.56,100,100,100,0.238,,0,0,,,,,79.81,91.39,1.82,26404.05,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,3.174,4.149,5.027,10878.45,156875.25,100,100,100,0.24,,828.95,0,,,,,114.91,259.13,2.09,24537.74,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.185,4.153,5.038,20580.88,205500.19,100,100,100,0.402,,0,0,,,,,30.56,122.77,1.24,43692.04,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,3.171,4.152,5.023,17679.11,205108.91,100,100,100,0.193,,368.02,0,,,,,139.41,105.56,1.19,42582.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,3.176,4.144,5.028,24697.74,326803.4,100,100,100,0.221,,0,0,,,,,112.97,142.47,1.88,48298.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,3.174,4.141,5.027,23261.94,306503.45,100,100,100,0.22,,279.6,0,,,,,214.66,188.53,1.91,48415.49,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,3.174,4.165,5.027,233.96,8456.02,100,100,100,0.755,,0,0,,,,,44.28,87.7,0.88,1456.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_2.d ,1,3.174,4.363,5.027,129.3,1606.39,100,100,100,0.251,,0,0,,,,,88.38,124.83,4.03,437.28,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,3.185,4.152,5.038,32984.66,261434.72,100,100,100,0.466,,0,553.12,,,,,170.22,321.16,0.95,69882.36,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,3.184,4.147,5.037,34409.7,269548.66,100,100,100,0.398,,0,634.6,,,,,36.94,309.34,2.16,63883.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,3.174,4.165,5.026,8704.5,103527.68,100,100,100,0.501,,0,790.18,,,,,28.91,28.91,0.93,14486.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,3.17,4.152,5.023,14770.72,155860.35,100,100,100,0.176,,0,678.89,,,,,91.19,140.77,0.94,35448.14,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,3.173,4.161,5.025,9271.5,105191.42,100,100,100,0.189,,619.05,0,,,,,49.16,94.79,1.01,17119.26,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,3.185,4.152,5.038,15557.37,130548.79,100,100,100,0.493,,0,492.27,,,,,184.03,184.03,0.8,27843.51,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_30_1.d ,1,3.171,4.23,4.585,127.86,6095.98,100,100,87.83,0.795,,0,0,,,,,98.66,73.06,2.37,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_30_2.d ,1,3.17,3.786,5.023,273.26,2960.73,100,100,100,0.418,,0,0,,,,,91.91,87.34,0.14,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,3.171,4.145,5.024,22464.71,223729.88,100,100,100,0.436,,0,0,,,,,122.06,165.11,1.11,51183.61,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,3.175,4.145,5.028,23552.47,227641.49,100,100,100,0.161,,0,0,,,,,2.5,203.72,1.12,49660.78,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_60_2.d ,1,3.17,4.224,5.022,276.21,5433.14,100,100,100,0.328,,0,0,,,,,71.56,18.69,1.07,538.56,,,  ,248.9721,,,,,,,,,,,
