D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,2.099,2.747,3.502,2016.27,28644.93,100,100,100,0.328,,0,0,,,,,126.69,127.12,1.24,1899.09,,,  ,141.0127,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,2.1,2.727,3.503,5661.48,61739.65,100,100,100,0.305,,0,0,,,,,223.81,111.06,0.91,8518.01,,,  ,141.0127,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_3.d ,1,2.091,2.677,3.494,21218.87,105809.78,100,100,100,0.196,,382.01,0,,,,,111.06,105.13,0.56,20488.64,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,2.09,2.752,3.492,14810.58,160342.52,100,100,100,0.319,,0,344.7,,,,,78.06,185.6,0.93,22590.3,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_2.d ,1,2.091,2.737,3.255,23844.51,171197.12,100,100,100,0.291,,567.6,0,,,,,85.56,57.06,1.03,18381.78,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,2.09,2.732,3.492,27145.65,207650.84,100,100,100,0.243,,0,0,,,,,157.69,237.62,0.98,25513.26,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_4.d ,1,2.089,2.728,3.236,27030.15,225473.51,100,100,100,0.261,,0,0,,,,,363.63,0,0.94,24239.69,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_5.d ,1,2.093,2.416,3.495,38672.88,240105.99,100,100,100,0.103,,0,435.27,,,,,98.88,337.93,0.95,38441.74,,,  ,237.0879,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_2.d ,1,2.091,2.676,3.494,54907.07,258146.57,100,100,100,0.193,,303.33,338.01,,,,,272.38,162.5,0.67,58219.28,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_1.d ,1,2.1,2.419,3.503,60635.25,266103.22,100,100,100,0.268,,0,0,,,,,165,173.1,0.34,56352.2,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,2.088,2.407,3.411,71552.29,300481.96,100,100,100,0.218,,0,0,,,,,70.63,59.56,0.76,68032.61,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,2.1,2.693,3.502,74561.93,366597.39,100,100,100,0.133,,0,322.78,,,,,89.56,81,0.78,87667.6,,,  ,248.9699,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,2.103,2.408,3.247,65966.89,392412.3,100,100,100,0.225,,0,0,,,,,69.44,63.13,1.12,86473.18,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_1.d ,1,2.089,2.413,3.492,115763.92,463395.62,100,100,100,0.119,,0,0,,,,,196.13,21.19,0.97,124929.73,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_1.d ,1,2.089,2.413,2.799,116966.44,468173.12,100,100,100,0.214,,408.91,0,,,,,102.69,0,1.02,130777.26,,13.62,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,2.089,2.414,3.492,117035.77,473065.47,100,100,100,0.205,,0,429.17,,,,,107.94,169.28,1.03,124018.08,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,2.086,2.41,3.489,124087.34,492663.8,100,100,100,0.202,,0,0,,,,,177.06,142.19,1.14,153957.14,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_3.d ,1,2.09,2.655,3.493,86587.64,494619.51,100,100,100,0.338,,0,376.09,,,,,64.13,117.86,0.93,103979.6,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,2.102,2.416,3.505,96235.47,495066.64,100,100,100,0.216,,0,666.1,,,,,146.44,123.31,0.88,89758.08,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,2.098,2.688,3.501,117115.67,508371.53,100,100,100,0.128,,0,0,,,,,3.5,154.03,0.83,139681.72,,,  ,116.069,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,1,2.091,2.676,3.15,113412.93,509595.47,100,100,96.14,0.075,,0,471.95,,,,,63.69,266.23,0.99,114950.55,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,2.091,2.67,3.494,96054.53,519991.45,100,100,100,0.2,,0,553.94,,,,,65.25,300.25,0.73,104653.92,,,  ,248.9697,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,2.089,2.412,3.058,134457.39,532016.09,100,100,100,0.2,,950.04,0,,,,,226.88,0,0.79,150885.34,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,2.095,2.714,3.498,100974.03,545816.15,100,100,100,0.23,,0,0,,,,,80.81,139.95,1.19,164698.72,,,  ,116.069,,,,,,,,,,,
F:\2306\RC\230619\mal_240_1.d ,1,2.089,2.412,3.465,139051.77,548375.31,100,100,100,0.216,,870.29,833.16,,,,,187.81,177.31,0.98,170009.69,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_1.d ,1,2.089,2.412,3.094,139823.11,560987.6,100,100,100,0.213,,0,0,,,,,71.75,0,0.93,162047.47,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_2.d ,1,2.091,2.654,3.494,94771.31,561602.23,100,100,100,0.345,,0,437.05,,,,,0,339.78,0.96,109955.39,,,  ,237.0875,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,2.088,2.408,3.49,144549.43,580930.56,100,100,100,0.2,,0,271.41,,,,,54.31,116.15,0.8,140287.81,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_1.d ,1,2.087,2.409,3.49,157413.42,620002.79,100,100,100,0.21,,0,213.04,,,,,190.19,157.75,0.75,172050.38,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,2.088,2.41,3.491,157034.76,626358.16,100,100,100,0.213,,810.53,0,,,,,257.75,23.81,0,173483.66,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_2.d ,1,2.089,2.411,2.798,157471.2,627956.54,100,100,100,0.228,,338.63,0,,,,,235.63,0,1.01,171563.23,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,2.1,2.411,2.796,134144.07,628604.9,100,100,100,0.21,,0,0,,,,,102.63,0,1.16,144207.02,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,2.1,2.69,3.503,151439.76,631990.47,100,100,100,0.126,,784.02,0,,,,,114.19,324.96,0.91,205951.55,,,  ,181.0737,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,2.101,2.708,3.504,113001.58,634932.3,100,100,100,0.094,,0,696.01,,,,,33.31,332.97,1,225142.95,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,2.1,2.686,3.503,165501.88,635681.03,100,100,100,0.213,,0,280.33,,,,,88.06,401.83,1.01,196845.77,,,  ,116.069,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,2.085,2.407,2.791,159889.08,639787.1,100,100,98.82,0.21,,0,0,,,,,61.88,0,1,169973.72,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,2.087,2.407,3.49,166096.26,659372.96,100,100,100,0.215,,0,0,,,,,164.63,361.41,1.28,160904.73,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,2.095,2.413,3.497,160865.59,660188.32,100,100,100,0.211,,0,0,,,,,194.25,194.06,0.99,138334.42,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,2.151,2.684,3.5,167094.49,668095.97,100,100,100,0.216,,0,0,,,,,0,237.44,0.95,212313.03,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,2.099,2.691,3.501,147239.84,669183.54,100,100,100,0.13,,0,386.44,,,,,0,255.55,0.92,221290.08,,,  ,181.0659,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,2.099,2.686,3.263,170077.83,679378.95,100,100,100,0.124,,0,0,,,,,54.81,99.56,0.88,201768.16,,,  ,116.069,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,2.088,2.409,2.796,171667.83,683904.97,100,100,98.76,0.225,,0,0,,,,,60.19,0,1,182060,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,2.154,2.686,3.504,176119.65,689140.24,100,100,100,0.216,,0,0,,,,,0,230.56,0.93,208217.45,,,  ,116.069,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,2.088,2.665,3.491,130318.27,690362.92,100,100,100,0.203,,418.96,786.34,,,,,181.13,395.21,0.72,144600.58,,,  ,116.0727,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,2.098,2.702,3.501,129881.3,693000.04,100,100,100,0.089,,0,0,,,,,135.69,320.08,1,251649.52,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,2.1,2.692,3.503,160870.26,696619.18,100,100,100,0.128,,0,794.21,,,,,339.81,339.81,0.95,245335.61,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,2.094,2.696,3.497,134409,698367.3,100,100,100,0.087,,0,471.48,,,,,161.19,225.05,0.99,241690.67,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,2.085,2.706,3.487,145759.5,712315.69,100,100,100,0.216,,0,488.15,,,,,132.31,183.47,0.98,219448.36,,,  ,181.0737,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,2.086,2.405,3.251,180463.36,732334.09,100,100,100,0.218,,0,0,,,,,89.44,143.75,0.85,173618.13,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,2.154,2.697,3.504,152801.24,756318.3,100,100,100,0.135,,0,783.17,,,,,0,273.94,0.91,251412.52,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,2.099,2.692,3.502,168327.89,766313.77,100,100,100,0.13,,0,0,,,,,50.69,292.13,0.92,256770.59,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,2.096,2.686,3.499,182511.96,778709.5,100,100,100,0.219,,0,0,,,,,0,360.94,1.02,251481.2,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,2.097,2.684,3.274,193697.46,782954.43,100,100,100,0.217,,0,0,,,,,0,33.82,0.93,235397.3,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,2.085,2.708,3.487,168856.74,787434.16,100,100,100,0.217,,0,280.79,,,,,21,236.99,0.94,265641.72,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,2.09,2.709,3.496,157120.11,806411.91,100,100,100,0.218,,0,238.9,,,,,39.06,328.72,1.4,252806.06,,,  ,116.069,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,2.1,2.412,2.804,178225.89,823970.99,100,100,100,0.077,,0,0,,,,,253.13,0,1,204790.05,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,2.099,2.697,3.502,164165.59,834826.32,100,100,100,0.136,,0,866.81,,,,,5.81,375.03,0.94,283987.84,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,2.095,2.695,3.498,176537.69,883860.56,100,100,100,0.083,,0,791.78,,,,,108.69,452.76,1,300566.16,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,2.096,2.687,3.499,200543.12,885072.83,100,100,100,0.218,,0,0,,,,,0,275.92,0.94,288684.34,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,2.098,2.686,3.5,221726.04,900299.6,100,100,100,0.215,,0,0,,,,,0,312.97,0.98,287144.5,,,  ,116.069,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,2.085,2.406,3.488,263190.84,1051147.77,100,100,100,0.22,,0,0,,,,,258.75,134.06,1.1,255111.67,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_1.d ,1,2.101,2.4,3.504,189278.2,1111538.56,100,100,100,0.225,,0,992.8,,,,,292.75,292.75,1.36,306980.31,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,2.087,2.403,3.49,260144.85,1118053.39,100,100,100,0.213,,0,727.38,,,,,57.31,60.26,0.83,248314.02,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_1.d ,1,2.088,2.403,3.018,250380.93,1122065.6,100,100,100,0.21,,332.41,0,,,,,89.56,89.56,1.31,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,2.089,2.406,3.208,276485.51,1170521.99,100,100,100,0.207,,0,0,,,,,97.44,119.36,0.94,309628.97,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,2.1,2.4,3.503,212067.29,1231151.26,100,100,100,0.229,,0,543.52,,,,,182.63,283.96,1.59,344258,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,2.093,2.399,2.792,238553.93,1273610.55,100,100,100,0.227,,0,0,,,,,175.63,0,1.31,336855.56,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,2.087,2.399,3.49,278349.13,1317656.2,100,100,100,0.219,,0,0,,,,,263.44,244.06,1.34,360116.47,,32.41,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_1.d ,1,2.086,2.406,3.164,333957.53,1333192.64,100,100,100,0.209,,0,806.34,,,,,153.69,68.31,0.88,352433.28,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_2.d ,1,2.089,2.408,3.492,322928.65,1336903.74,100,100,100,0.211,,0,0,,,,,127.31,174.3,0.91,320311.22,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_1.d ,1,2.1,2.408,3.115,269497.5,1361661.2,100,100,100,0.218,,0,0,,,,,160.75,59.88,1.15,299934.59,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_480_2.d ,1,2.09,2.409,3.493,337699.97,1379008.77,100,100,100,0.204,,0,0,,,,,203.31,223.49,0.95,343907.56,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,2.093,2.663,3.363,244815.86,1380773.74,100,100,100,0.213,,0,736.76,,,,,0,745.13,0.86,281472.13,,,  ,116.0727,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,2.091,2.409,3.156,344433.93,1435257.23,100,100,100,0.22,,752.56,0,,,,,410.44,0,0.49,344075.84,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,2.1,2.399,3.146,250538.37,1476836.57,100,100,100,0.242,,0,0,,,,,148.38,136.94,1.42,371967.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,2.099,2.406,3.235,289414.74,1479914.38,100,100,100,0.224,,614.6,1227.1,,,,,219.13,172.5,1.21,379746.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,2.092,2.408,2.793,349455.41,1499228.57,100,100,100,0.208,,0,0,,,,,214.56,0,1.06,374152.69,,40.68,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,2.092,2.409,3.495,352987.63,1525451.75,100,100,100,0.214,,501.96,0,,,,,161.56,181.87,0.83,395573.16,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,2.084,2.404,3.143,373775.5,1545697.86,100,100,100,0.207,,0,0,,,,,156.88,140.63,0.96,391762.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,2.09,2.409,3.493,368334.03,1552410.39,100,100,100,0.206,,1187.11,0,,,,,422.69,119.88,0.77,367694.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,2.088,2.406,3.159,369975.22,1565429.73,100,100,100,0.206,,0,0,,,,,352.69,144.31,0.98,421066.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,2.1,2.402,2.798,279314.31,1580190.22,100,100,100,0.232,,0,0,,,,,93.25,9.44,1.39,364261.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,2.087,2.404,3.239,369194.48,1585284.53,100,100,100,0.207,,801.76,0,,,,,202.44,140.25,0.98,396846.72,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,2.093,2.408,3.269,361034.89,1606496.23,100,100,100,0.209,,0,0,,,,,256.75,163.13,1.02,375555.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,2.084,2.404,3.143,406733.77,1687576.33,100,100,100,0.204,,923.52,0,,,,,208.63,181.13,1,424395.13,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,2.054,2.641,3.688,320383,1700440,100,100,100,1.634,,0,0,0,0,,320383,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,2.099,2.397,3.502,282964.01,1704757.6,100,100,100,0.227,,0,0,,,,,199.56,174.94,1.32,429715.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,2.099,2.395,3.501,304019.83,1861734.17,100,100,100,0.229,,0,745.93,,,,,171.31,470.3,1.42,440156.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,2.097,2.396,2.788,328892.41,1934817.43,100,100,100,0.227,,0,0,,,,,259.44,138.81,1.45,482721.16,,38.29,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,2.091,2.653,3.494,335109.62,2002858.85,100,100,100,0.218,,0,247.86,,,,,0,317.63,0.9,370345.16,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,2.092,2.654,3.494,349818.26,2096598.62,100,100,100,0.224,,0,0,,,,,0,322.36,0.73,391536.47,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,2.092,2.653,2.992,301613.09,2239347.18,100,100,99.22,0.256,,0,447.13,,,,,52.5,47.94,0.98,289038.28,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,2.087,2.665,3.19,460677.14,2708591.08,100,100,100,0.195,,0,0,,,,,546.06,0,0.96,476385.94,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,2.089,2.662,3.2,515973.44,3123966.4,100,100,100,0.196,,1486.3,0,,,,,505.88,0,1.02,526245.25,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,2.141,2.659,3.2,587582.2,3604535.89,100,100,100,0.197,,0,0,,,,,0,0,1.06,626182.5,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,2.09,2.672,3.192,619300.51,3627686.7,100,100,100,0.195,,0,0,,,,,475.38,0,0.8,668262.75,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,2.09,2.67,3.183,636941.02,3646486.49,100,100,100,0.236,,0,0,,,,,0,0,0.96,728230.38,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,2.088,2.666,3.197,641742.09,3792993.26,100,100,100,0.196,,0,0,,,,,1085.56,0,0.78,682273.31,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,2.092,2.661,3.499,659327.29,4024492.37,100,100,100,0.239,,3026.16,6220.94,,,,,1486.69,5902.13,0.39,720120,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,2.09,2.656,3.215,622055.45,4103901.89,100,100,100,0.204,,0,0,,,,,450.94,0,0.8,664871.38,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,2.093,2.645,3.499,656591.29,4111326.88,100,100,100,0.208,,2741.74,6422.29,,,,,1168.63,4851.33,0.51,646569.94,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,2.091,2.656,3.208,629644.87,4179017.66,100,100,100,0.204,,2017.38,0,,,,,951.25,0,0.79,669165.19,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,2.102,2.665,3.505,672049.7,4224436.47,100,100,100,0.203,,0,4517.88,,,,,491,4733.7,0.55,714833.69,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,2.091,2.678,3.208,756175.53,4503333.57,100,100,100,0.196,,0,0,,,,,439.06,0,0.85,858941,,,  ,116.0727,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,2.113,2.65,3.013,3504.9,24640.13,100,100,100,0.117,,0,0,,,,,88.81,149.11,0.68,5231.06,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,2.083,2.56,3.114,13397,36415,100,100,100,1.031,,245,0,245,0,,13528,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,2.401,2.739,3,6880,39048,100,100,100,0.599,,0,0,0,0,,6880,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,2.171,2.57,2.991,13460,43743,100,100,100,0.82,,465,0,147,0,,13536,,,MM,,,,,M,,,,,,,,,,,
