Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000078239.1,6.2.1.1,Escherichia coli,R61,Acetate-coa ligase,R00925,MRL,1 C00002; 1 C00010; 1 C00163,1 C00013; 1 C00020; 1 C00100,Km_C00013: 0.13318713; Km_C00020: 0.053331587; Km_C00100: 0.054458927; Km_C00002: 0.05487762; Km_C00010: 0.077155121; Km_C00163: 1.640108466,Kcat_F: 4.2899591280000005; Kcat_R: 3.1908125446666666,C00163;C00013;C00100;C05993;C00020;C00024;C05983;C00010;C00002;C00033,C05993_KI: 0.045171168;C00010_KI: 0.077155121;C00020_KI: 0.053331587;C00013_KI: 0.13318713;C00163_KI: 1.640108466;C00024_KI: 0.055413216;C05983_KI: 0.041168746;C00033_KI: 2.543298721;C00002_KI: 0.05487762;C00100_KI: 0.054458927,Keq: 1.5879081427165866
WP_000055746.1,6.4.1.2,Escherichia coli,R64,Acetyl-coa carboxylase,R00742,MRL,1 C00002; 1 C00024; 1 C00011,1 C00008; 1 C00009; 1 C00083,Km_C00008: 0.041535225; Km_C00009: 0.312815398; Km_C00083: 0.1; Km_C00002: 0.031438239; Km_C00024: 0.023739677; Km_C00011: 0.259498209,Kcat_F: 0.26705086833333336; Kcat_R: 0.21057309933333335,C00008;C04419;C00024;C00011;C00083;C00002;C00009;C06250,C06250_KI: 0.11450010083333334;C00083_KI: 0.017973857;C00002_KI: 0.031438239;C00024_KI: 0.023739677;C00009_KI: 0.312815398;C00011_KI: 0.259498209;C04419_KI: 0.11450010083333334;C00008_KI: 0.041535225,Keq: 39.32771904303767
WP_001307570.1,4.2.1.3,Escherichia coli,R69,Aconitate hydratase,R01324,MRL,1 C00158,1 C00311,Km_C00311: 0.339520901; Km_C00158: 1.662616611,Kcat_F: 6.538237947; Kcat_R: 5.557925254,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.06308443380260503
WP_001307570.1,4.2.1.3,Escherichia coli,R70,Aconitate hydratase,R01325,MRL,1 C00158,1 C00001; 1 C00417,Km_C00001: 2.687092781; Km_C00417: 0.037000000000000005; Km_C00158: 1.662616611,Kcat_F: 6.538237947; Kcat_R: 34.618153544500004,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.0327657690064193
WP_001307570.1,4.2.1.3,Escherichia coli,R71,Aconitate hydratase,R01900,MRL,1 C00311,1 C00001; 1 C00417,Km_C00001: 2.687092781; Km_C00417: 0.037000000000000005; Km_C00311: 0.339520901,Kcat_F: 5.557925254; Kcat_R: 34.618153544500004,C00158;C00001;C00311;C00417,C00417_KI: 0.306959659;C00311_KI: 0.339520901;C00158_KI: 1.662616611;C00001_KI: 2.687092781,Keq: 0.5193954678097826
WP_000301651.1,1.1.1.1,Escherichia coli,R83,Alcohol dehydrogenase,R00754,MRL,1 C00003; 1 C00469,1 C00004; 1 C00080; 1 C00084,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00084: 1.347845793; Km_C00003: 0.100172691; Km_C00469: 1.817483544,Kcat_F: 21.99615414; Kcat_R: 20.595970775,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0006821622874464104
WP_000301651.1,1.1.1.1,Escherichia coli,R84,Alcohol dehydrogenase,R02124,MRL,1 C00003; 1 C00473,1 C00004; 1 C00080; 1 C00376,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00376: 0.013742472; Km_C00003: 0.100172691; Km_C00473: 0.012423662,Kcat_F: 10.16415803; Kcat_R: 15.699301738,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.04179224266703283
WP_000301651.1,1.1.1.1,Escherichia coli,R85,Alcohol dehydrogenase,R04880,MRL,1 C00003; 1 C05576,1 C00004; 1 C00080; 1 C05577,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C05577: 0.031521235; Km_C00003: 0.100172691; Km_C05576: 0.040941942,Kcat_F: 10.228493627999999; Kcat_R: 17.2601255735,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.000815997508359382
WP_000301651.1,1.1.1.1,Escherichia coli,R86,Alcohol dehydrogenase,R05233,MRL,1 C00003; 1 C06611,1 C00004; 1 C00080; 1 C06613,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C06613: 0.273868203; Km_C00003: 0.100172691; Km_C06611: 0.501385033,Kcat_F: 13.301075248499998; Kcat_R: 18.209552344,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0008153109936978668
WP_000301651.1,1.1.1.1,Escherichia coli,R87,Alcohol dehydrogenase,R05234,MRL,1 C00003; 1 C06612,1 C00004; 1 C00080; 1 C16348,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C16348: 0.30283116625; Km_C00003: 0.100172691; Km_C06612: 0.501385033,Kcat_F: 13.301075248499998; Kcat_R: 29.55534931,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0008153109936978668
WP_000301651.1,1.1.1.1,Escherichia coli,R88,Alcohol dehydrogenase,R08557,MRL,1 C00003; 1 C00114,1 C00004; 1 C00080; 1 C00576,Km_C00004: 0.040233176; Km_C00080: 0.569533765; Km_C00576: 0.884440184; Km_C00003: 0.100172691; Km_C00114: 0.409143209,Kcat_F: 23.584962525; Kcat_R: 46.574627105,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0027426887467624744
WP_000301651.1,1.1.1.1,Escherichia coli,R89,Alcohol dehydrogenase,R08558,MRL,1 C00006; 1 C00114,1 C00005; 1 C00080; 1 C00576,Km_C00005: 0.027593218; Km_C00080: 0.569533765; Km_C00576: 0.884440184; Km_C00006: 0.054585926; Km_C00114: 0.409143209,Kcat_F: 23.832741575; Kcat_R: 46.60898402,C00006;C16596;C00003;C16348;C14099;C16551;C00001;C00473;C00226;C00576;C06899;C14089;C16595;C00114;C06611;C00084;C16587;C00071;C05444;C07645;C00376;C02909;C00069;C00469;C05577;C05445;C06612;C14090;C01450;C00004;C06613;C05576;C00005;C01612;C07490;C16586;C00080,C05577_KI: 0.031521235;C07490_KI: 0.422074109;C00005_KI: 0.027593218;C00469_KI: 1.817483544;C00114_KI: 0.409143209;C00080_KI: 0.569533765;C14090_KI: 0.3609184830434783;C16586_KI: 0.3609184830434783;C00226_KI: 0.3609184830434783;C00071_KI: 0.3609184830434783;C06613_KI: 0.273868203;C00576_KI: 0.884440184;C16595_KI: 0.3609184830434783;C05576_KI: 0.040941942;C00006_KI: 0.054585926;C06899_KI: 0.325467169;C00003_KI: 0.100172691;C14099_KI: 0.3609184830434783;C06612_KI: 0.501385033;C14089_KI: 0.3609184830434783;C00376_KI: 0.013742472;C16587_KI: 0.3609184830434783;C06611_KI: 0.501385033;C00084_KI: 1.347845793;C00473_KI: 0.012423662;C05445_KI: 0.028241014;C01612_KI: 0.3609184830434783;C00001_KI: 0.799757719;C00004_KI: 0.040233176;C07645_KI: 0.046729211;C02909_KI: 0.02196078;C16551_KI: 0.3609184830434783;C16596_KI: 0.3609184830434783;C01450_KI: 0.3609184830434783;C05444_KI: 0.030596022;C00069_KI: 0.3609184830434783;C16348_KI: 0.3609184830434783,Keq: 0.0027403162981901063
WP_001058802.1,1.1.1.2,Escherichia coli,R90,Alcohol dehydrogenase (nadp+),R00746,MRL,1 C00006; 1 C00469,1 C00005; 1 C00080; 1 C00084,Km_C00005: 0.071021505; Km_C00080: 3.693367481; Km_C00084: 28.47; Km_C00006: 0.212885574; Km_C00469: 5.76950407,Kcat_F: 5.4128640165; Kcat_R: 29.789110517,C00116;C00071;C00577;C00006;C06102;C06103;C00084;C00469;C00005;C00226;C00069;C00080,C06102_KI: 0.601238847;C00084_KI: 3.321425915;C00071_KI: 2.4196380335555556;C00577_KI: 2.040300369;C00069_KI: 2.4196380335555556;C00005_KI: 0.071021505;C00080_KI: 3.693367481;C06103_KI: 0.695547163;C00116_KI: 5.371451378;C00469_KI: 5.76950407;C00006_KI: 0.212885574;C00226_KI: 2.4196380335555556,Keq: 0.00068157221139535
,2.3.3.8,Escherichia coli,R123,Atp citrate synthase,R00352,MRL,1 C00002; 1 C00010; 1 C00158,1 C00008; 1 C00009; 1 C00024; 1 C00036,Km_C00008: 11.421359055528603; Km_C00009: 11.421359055528603; Km_C00024: 11.421359055528603; Km_C00036: 11.421359055528603; Km_C00002: 11.421359055528603; Km_C00010: 11.421359055528603; Km_C00158: 11.421359055528603,Kcat_F: 19.78221183941891; Kcat_R: 19.78221183941891,C00036;C00008,C00036_KI: 0.18;C00008_KI: 0.1,Keq: 0.02520442315960882
,2.3.3.16,Escherichia coli,R157,Citrate synthase,R00351,MRL,1 C00010; 1 C00158,1 C00001; 1 C00024; 1 C00036,Km_C00158: 0.206155464; Km_C00010: 0.065331496; Km_C00024: 0.052596927; Km_C00001: 0.965167284; Km_C00036: 0.069584779,Kcat_F: 33.803514055; Kcat_R: 47.3506715233333,C00158HCT;C00154;C01367;C00026;C00100;C00004,C00158HCT_KI: 0.206155464;C00154_KI: 0.0566573105752468;C01367_KI: 0.0404240079224109;C00026_KI: 0.1462313681840896;C00100_KI: 0.0563869215548038;C00004_KI: 0.0366801843047142,Keq: 1.6057484977815639e-07
