Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,2.7.1.11,,R75,6-phosphofructokinase,R03237,MRL,C00063; C01097,C00112; C03785,Km_C00112: 0.0586504004895687; Km_C03785: 0.1230401769280433; Km_C00063: 11.0; Km_C01097: 3.7272301924725375,Kcat_F: 140.708687308526; Kcat_R: 83.08636616416536,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R76,6-phosphofructokinase,R03238,MRL,C00075; C01097,C00015; C03785,Km_C00015: 0.1473119854927063; Km_C03785: 0.1230401769280433; Km_C00075: 5.1; Km_C01097: 1.7901173874735832,Kcat_F: 98.73464300702048; Kcat_R: 56.92840498467275,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R77,6-phosphofructokinase,R03239,MRL,C00081; C01097,C00104; C03785,Km_C00104: 1.1615200884640218; Km_C03785: 0.1230401769280433; Km_C00081: 2.2; Km_C01097: 1.1615200884640218,Kcat_F: 94.87301758921292; Kcat_R: 6.389888631001513,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.2.3,,R78,Phosphoglycerate kinase,R01512,MRL,C00002; C00197,C00008; C00236,Km_C00008: 0.4084823876619339; Km_C00236: 0.4084823876619339; Km_C00002: 0.0990124642848968; Km_C00197: 0.717952311038971,Kcat_F: 46.065375723118834; Kcat_R: 56.755120681519195,C00002;C00236;C00197;C00008,C00236_KI: 0.4084823876619339;C00008_KI: 0.4084823876619339;C00197_KI: 0.717952311038971;C00002_KI: 0.0990124642848968
,3.1.1.31,,R79,6-phosphogluconolactonase,R02035,MRL,C00001; C01236,C00345,Km_C00345: 0.1898658275604248; Km_C00001: 0.1898658275604248; Km_C01236: 0.1898658275604248,Kcat_F: 2.6387443062349982; Kcat_R: 56.755120681519195,C01236;C00345;C00001,C00001_KI: 0.1898658275604248;C01236_KI: 0.1898658275604248;C00345_KI: 0.1898658275604248
,4.1.1.31,,R80,Phosphoenolpyruvate carboxylase,R00345,MRL,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.19; Km_C00011: 0.19; Km_C00074: 0.19; Km_C00009: 0.19; Km_C00036: 0.19,Kcat_F: 56.755120681519195; Kcat_R: 540.0,C00009;C00074;C00049;C00001;C00002;C00158;C00011;C13563;C00044;C00008;C00149;C00036;C16433,C00036_KI: 0.3735762635866801;C00049_KI: 0.3735762635866801;C00002_KI: 0.0635839253664016;C00001_KI: 0.3735762635866801;C00011_KI: 0.3735762635866801;C00008_KI: 0.3735762635866801;C13563_KI: 0.3735762635866801;C00149_KI: 0.3735762635866801;C00074_KI: 0.3735762635866801;C00009_KI: 0.3735762635866801;C00158_KI: 0.9881702661514282;C16433_KI: 0.3735762635866801;C00044_KI: 0.0689745992422103
,4.1.1.49,,R81,Phosphoenolpyruvate carboxykinase (atp),R00341,MRL,C00002; C00036,C00008; C00011; C00074,Km_C00008: 0.9630061621963978; Km_C00011: 0.9630061621963978; Km_C00074: 2.1575; Km_C00002: 0.0615184865891933; Km_C00036: 0.67,Kcat_F: 4.270108161103955; Kcat_R: 0.67,C00074;C00002;C00011;C00008;C00036,C00002_KI: 0.0615184865891933;C00036_KI: 0.0615184865891933;C00011_KI: 0.0615184865891933;C00008_KI: 0.0615184865891933;C00074_KI: 0.0615184865891933
,2.7.9.2,,R82,"Pyruvate, water dikinase",R00199,MRL,C00001; C00002; C00022,C00009; C00020; C00074,Km_C00009: 0.0523931567519903; Km_C00020: 0.0523931567519903; Km_C00074: 0.0523931567519903; Km_C00001: 0.0523931567519903; Km_C00002: 0.0217863135039806; Km_C00022: 0.083,Kcat_F: 5.381457173112528; Kcat_R: 56.755120681519195,C00009;C00074;C16487;C00001;C00002;C00020;C00742;C00026;C00008;C00209;C00022;C00036,C00036_KI: 0.23450945969671008;C00020_KI: 0.23450945969671008;C00742_KI: 0.4824646413326263;C00001_KI: 0.23450945969671008;C00209_KI: 0.1947287023067474;C00008_KI: 0.23450945969671008;C00002_KI: 0.0217863135039806;C16487_KI: 0.23450945969671008;C00074_KI: 0.23450945969671008;C00009_KI: 0.23450945969671008;C00022_KI: 0.23450945969671008;C00026_KI: 0.239058181643486
,2.3.1.8,,R83,Phosphate acetyltransferase,R00230,MRL,C00009; C00024,C00010; C00227,Km_C00010: 0.067; Km_C00227: 0.9; Km_C00009: 0.3373333333333333; Km_C00024: 0.045,Kcat_F: 29.6; Kcat_R: 227.0,C00009;C00005;C00074;C00024;C00002;C00008;C11215;C01478;C00100;C00022;C02876;C00227;C00059;C00010;C00004,C02876_KI: 0.1380643408745527;C00005_KI: 0.0148172881454229;C00100_KI: 0.032027643173933;C00010_KI: 0.1380643408745527;C00008_KI: 0.1380643408745527;C00024_KI: 0.0318490117788314;C00227_KI: 0.1380643408745527;C00002_KI: 0.0365671552717685;C00074_KI: 0.1380643408745527;C00009_KI: 0.1380643408745527;C11215_KI: 0.1380643408745527;C00022_KI: 0.1380643408745527;C00059_KI: 0.1380643408745527;C00004_KI: 0.1380643408745527;C01478_KI: 0.5750606060028076
,2.3.1.8,,R84,Phosphate acetyltransferase,R00921,MRL,C00009; C00100,C00010; C02876,Km_C00010: 0.067; Km_C02876: 0.0495138215869665; Km_C00009: 0.0495138215869665; Km_C00100: 0.032027643173933,Kcat_F: 107.78874978223897; Kcat_R: 56.755120681519195,C00009;C00005;C00074;C00024;C00002;C00008;C11215;C01478;C00100;C00022;C02876;C00227;C00059;C00010;C00004,C02876_KI: 0.1380643408745527;C00005_KI: 0.0148172881454229;C00100_KI: 0.032027643173933;C00010_KI: 0.1380643408745527;C00008_KI: 0.1380643408745527;C00024_KI: 0.0318490117788314;C00227_KI: 0.1380643408745527;C00002_KI: 0.0365671552717685;C00074_KI: 0.1380643408745527;C00009_KI: 0.1380643408745527;C11215_KI: 0.1380643408745527;C00022_KI: 0.1380643408745527;C00059_KI: 0.1380643408745527;C00004_KI: 0.1380643408745527;C01478_KI: 0.5750606060028076
,2.7.1.40,,R85,Pyruvate kinase,R00200,MRL,C00002; C00022,C00008; C00074,Km_C00008: 0.0442067049443721; Km_C00074: 0.0442067049443721; Km_C00002: 0.0442067049443721; Km_C00022: 0.0442067049443721,Kcat_F: 9.759826215345711; Kcat_R: 56.755120681519195,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R86,Pyruvate kinase,R00430,MRL,C00022; C00044,C00035; C00074,Km_C00035: 0.0313002131879329; Km_C00074: 0.0432078726589679; Km_C00022: 0.0432078726589679; Km_C00044: 0.0551155321300029,Kcat_F: 0.8033672875325062; Kcat_R: 2.0815143711988084,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R87,Pyruvate kinase,R00572,MRL,C00022; C00063,C00074; C00112,Km_C00074: 0.051472671329975045; Km_C00112: 0.0360786467790603; Km_C00022: 0.051472671329975045; Km_C00063: 0.0668666958808898,Kcat_F: 5.318450454968087; Kcat_R: 13.35205216903572,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R88,Pyruvate kinase,R00659,MRL,C00022; C00075,C00015; C00074,Km_C00015: 0.1529996842145919; Km_C00074: 0.18836361914873115; Km_C00022: 0.18836361914873115; Km_C00075: 0.2237275540828704,Kcat_F: 1.8426140534694475; Kcat_R: 4.950714445445444,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R89,Pyruvate kinase,R00724,MRL,C00022; C00081,C00074; C00104,Km_C00074: 0.0712525025010109; Km_C00104: 0.0712525025010109; Km_C00022: 0.0712525025010109; Km_C00081: 0.0712525025010109,Kcat_F: 5.308354197163179; Kcat_R: 56.755120681519195,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R90,Pyruvate kinase,R01138,MRL,C00022; C00131,C00074; C00206,Km_C00074: 92.06387458047207; Km_C00206: 92.06387458047207; Km_C00022: 92.06387458047207; Km_C00131: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R91,Pyruvate kinase,R01858,MRL,C00022; C00286,C00074; C00361,Km_C00074: 0.0196460764855146; Km_C00361: 0.0196460764855146; Km_C00022: 0.0196460764855146; Km_C00286: 0.0196460764855146,Kcat_F: 56.755120681519195; Kcat_R: 0.2112355602250074,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,2.7.1.40,,R92,Pyruvate kinase,R02320,MRL,C00022; C00201,C00074; C00454,Km_C00074: 92.06387458047207; Km_C00454: 92.06387458047207; Km_C00022: 92.06387458047207; Km_C00201: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C05625;C00122;C00091;C00158;C00044;C00015;C00209;C00454;C00131;C00302;C00206;C00074;C00035;C00112;C00361;C00286;C00002;C00104;C00026;C00008;C01401;C00025;C00041;C00075;C00389;C00009;C00063;C00201;C00081;C00022,C00201_KI: 0.2922820480649962;C00075_KI: 0.2237275540828704;C01401_KI: 0.2922820480649962;C00008_KI: 0.2922820480649962;C00286_KI: 0.2922820480649962;C00009_KI: 0.2922820480649962;C00389_KI: 0.2922820480649962;C00122_KI: 0.454898476600647;C00025_KI: 0.2922820480649962;C00454_KI: 0.2922820480649962;C00022_KI: 0.2922820480649962;C00302_KI: 1.2378344535827637;C00041_KI: 1.0011966228485107;C00209_KI: 0.6601953506469727;C00361_KI: 0.0196460764855146;C00063_KI: 0.0668666958808898;C00104_KI: 0.2922820480649962;C00112_KI: 0.0360786467790603;C00002_KI: 0.0442067049443721;C00158_KI: 0.4969476759433746;C05625_KI: 0.0313110388815403;C00015_KI: 0.1529996842145919;C00035_KI: 0.0313002131879329;C00206_KI: 0.2922820480649962;C00044_KI: 0.0551155321300029;C00026_KI: 0.3521106839179992;C00081_KI: 0.0712525025010109;C00074_KI: 0.2922820480649962;C00131_KI: 0.2922820480649962;C00091_KI: 0.033106904476881
,5.1.3.1,,R93,Ribulose-phosphate 3-epimerase,R01529,MRL,C00199,C00231,Km_C00231: 0.1945233941078186; Km_C00199: 0.1945233941078186,Kcat_F: 56.755120681519195; Kcat_R: 6.229903201865202,C00199;C00231,C00231_KI: 0.1945233941078186;C00199_KI: 0.1945233941078186
,5.3.1.6,,R94,Ribose-5-phosphate isomerase,R01056,MRL,C00117,C00199,Km_C00199: 2.776666666666667; Km_C00117: 2.776666666666667,Kcat_F: 2100.0; Kcat_R: 56.755120681519195,C00199;C00020;C01112;C00117,C01112_KI: 0.4199340939521789;C00199_KI: 0.853419691324234;C00020_KI: 0.853419691324234;C00117_KI: 1.286905288696289
,1.3.5.1,,R95,Succinate dehydrogenase,R02164,MRL,C00042; C00399,C00122; C00390,Km_C00122: 0.2307142466306686; Km_C00390: 9.187304748876889; Km_C00042: 27.275; Km_C00399: 0.0562,Kcat_F: 27.2; Kcat_R: 696.7660341134934,C00042;C00122;C00399;C00383;C00036;C00390;C04284;C02575,C00383_KI: 0.3182822167873382;C00036_KI: 0.17559946365654464;C02575_KI: 0.17559946365654464;C00390_KI: 0.17559946365654464;C00399_KI: 0.0120034804567694;C04284_KI: 0.0107848597690463;C00042_KI: 0.3062125146389007;C00122_KI: 0.2307142466306686
,6.2.1.5,,R96,Succinate-coa ligase (adp-forming),R00405,MRL,C00002; C00010; C00042,C00008; C00009; C00091,Km_C00008: 1.0889911856502295; Km_C00009: 1.0889911856502295; Km_C00091: 0.0468568578362464; Km_C00002: 0.0591078847646713; Km_C00010: 4.0; Km_C00042: 0.25,Kcat_F: 37.55658575365964; Kcat_R: 37.50573194306116,C00009;C00490;C00042;C00091;C00531;C00002;C00008;C00010,C00490_KI: 0.27113339056571323;C00010_KI: 0.27113339056571323;C00008_KI: 0.27113339056571323;C00002_KI: 0.0591078847646713;C00042_KI: 0.7074354290962219;C00091_KI: 0.0468568578362464;C00531_KI: 0.27113339056571323;C00009_KI: 0.27113339056571323
,6.2.1.5,,R97,Succinate-coa ligase (adp-forming),R02404,MRL,C00002; C00010; C00490,C00008; C00009; C00531,Km_C00008: 1.511369294921557; Km_C00009: 1.511369294921557; Km_C00531: 1.511369294921557; Km_C00002: 0.0591078847646713; Km_C00010: 4.0; Km_C00490: 0.475,Kcat_F: 23.14658575365964; Kcat_R: 56.755120681519195,C00009;C00490;C00042;C00091;C00531;C00002;C00008;C00010,C00490_KI: 0.27113339056571323;C00010_KI: 0.27113339056571323;C00008_KI: 0.27113339056571323;C00002_KI: 0.0591078847646713;C00042_KI: 0.7074354290962219;C00091_KI: 0.0468568578362464;C00531_KI: 0.27113339056571323;C00009_KI: 0.27113339056571323
,2.2.1.2,,R98,Transaldolase,R08575,MRL,C00118; C05382,C00085; C00279,Km_C00085: 0.5244526267051697; Km_C00279: 0.1975; Km_C00118: 0.33565087556838985; Km_C05382: 0.285,Kcat_F: 7.895796588734543; Kcat_R: 5.290579272287643,C00009;C00279;C01112;C07182;C02426;C00118;C05382;C00085;C05345,C00118_KI: 0.2326930711666743;C00085_KI: 0.5244526267051697;C02426_KI: 0.2326930711666743;C07182_KI: 0.2326930711666743;C05345_KI: 0.2326930711666743;C01112_KI: 0.1185024306178093;C05382_KI: 0.0551241561770439;C00009_KI: 0.2326930711666743;C00279_KI: 0.2326930711666743
,2.2.1.2,,R99,Transaldolase,R01827,MRL,C00118; C05382,C00279; C05345,Km_C00279: 0.1975; Km_C05345: 1.0699999999999998; Km_C00118: 0.5175; Km_C05382: 0.285,Kcat_F: 7.895796588734543; Kcat_R: 4.510000000000001,C00009;C00279;C01112;C07182;C02426;C00118;C05382;C00085;C05345,C00118_KI: 0.2326930711666743;C00085_KI: 0.5244526267051697;C02426_KI: 0.2326930711666743;C07182_KI: 0.2326930711666743;C05345_KI: 0.2326930711666743;C01112_KI: 0.1185024306178093;C05382_KI: 0.0551241561770439;C00009_KI: 0.2326930711666743;C00279_KI: 0.2326930711666743
,2.2.1.1,,R100,Transketolase,R01641,MRL,C00118; C05382,C00117; C00231,Km_C00117: 1.4; Km_C00231: 0.16; Km_C00118: 1.8533333333333333; Km_C05382: 4.0,Kcat_F: 5.445772768790409; Kcat_R: 5.866081312318437,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
,2.2.1.1,,R101,Transketolase,R01067,MRL,C00085; C00118,C00231; C00279,Km_C00231: 0.16; Km_C00279: 0.09; Km_C00085: 1.1; Km_C00118: 0.45,Kcat_F: 5.728186899177397; Kcat_R: 5.77086512406183,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
,2.2.1.1,,R102,Transketolase,R01830,MRL,C00118; C05345,C00231; C00279,Km_C00231: 0.16; Km_C00279: 0.09; Km_C00118: 0.125; Km_C05345: 0.125,Kcat_F: 56.755120681519195; Kcat_R: 5.77086512406183,C00279;C05345;C12214;C12215;C00068;C00118;C05382;C13378;C00085;C00117;C00231;C00704,C00068_KI: 0.0380012691020965;C00118_KI: 0.3893783042828242;C05345_KI: 0.3893783042828242;C00085_KI: 0.5566084384918213;C00704_KI: 0.3893783042828242;C13378_KI: 0.3893783042828242;C00231_KI: 0.2563880383968353;C12215_KI: 0.3996856808662414;C00117_KI: 0.9111346006393432;C12214_KI: 0.3893783042828242;C05382_KI: 0.1744517982006073;C00279_KI: 0.3893783042828242
