Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,1.17.4.1,Escherichia coli,R190,Ribonucleoside-diphosphate reductase,R02024,MRL,C00001; C00343; C00705,C00112; C00342,Km_C00112: 0.045992795; Km_C00342: 0.34000720833333337; Km_C00001: 0.934629202; Km_C00343: 0.34000720833333337; Km_C00705: 0.039399628,Kcat_F: 7.728792464; Kcat_R: 8.115,C04232;C00361;C01346;C03170;C16663;C00015;C00008;C00343;C00001;C00035;C00705;C00112;C00342;C00206;C02090;C16664;C03723,C00001_KI: 0.934629202;C00035_KI: 0.046675805;C00343_KI: 0.12016243192307693;C00008_KI: 0.06649565;C01346_KI: 0.094106205;C04232_KI: 0.12016243192307693;C00705_KI: 0.039399628;C02090_KI: 0.058646727;C16663_KI: 0.02834568;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C03170_KI: 0.054228313;C00112_KI: 0.045992795;C00342_KI: 0.12016243192307693;C00206_KI: 0.03239613;C03723_KI: 0.12016243192307693;C00361_KI: 0.03523095
,1.17.4.1,Escherichia coli,R191,Ribonucleoside-diphosphate reductase,R08363,MRL,C00001; C04232; C16664,C03723; C16663,Km_C03723: 0.3309970443333334; Km_C16663: 0.02834568; Km_C00001: 0.934629202; Km_C04232: 0.3309970443333334; Km_C16664: 0.030016251,Kcat_F: 3.903035; Kcat_R: 4.368192191,C04232;C00361;C01346;C03170;C16663;C00015;C00008;C00343;C00001;C00035;C00705;C00112;C00342;C00206;C02090;C16664;C03723,C00001_KI: 0.934629202;C00035_KI: 0.046675805;C00343_KI: 0.12016243192307693;C00008_KI: 0.06649565;C01346_KI: 0.094106205;C04232_KI: 0.12016243192307693;C00705_KI: 0.039399628;C02090_KI: 0.058646727;C16663_KI: 0.02834568;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C03170_KI: 0.054228313;C00112_KI: 0.045992795;C00342_KI: 0.12016243192307693;C00206_KI: 0.03239613;C03723_KI: 0.12016243192307693;C00361_KI: 0.03523095
,1.17.4.1,Escherichia coli,R192,Ribonucleoside-diphosphate reductase,R08364,MRL,C00001; C03170; C04232,C02090; C03723,Km_C02090: 0.058646727; Km_C03723: 0.34916808066666666; Km_C00001: 0.934629202; Km_C03170: 0.054228313; Km_C04232: 0.34916808066666666,Kcat_F: 33.033846763999996; Kcat_R: 19.53106543,C04232;C00361;C01346;C03170;C16663;C00015;C00008;C00343;C00001;C00035;C00705;C00112;C00342;C00206;C02090;C16664;C03723,C00001_KI: 0.934629202;C00035_KI: 0.046675805;C00343_KI: 0.12016243192307693;C00008_KI: 0.06649565;C01346_KI: 0.094106205;C04232_KI: 0.12016243192307693;C00705_KI: 0.039399628;C02090_KI: 0.058646727;C16663_KI: 0.02834568;C00015_KI: 0.095948279;C16664_KI: 0.030016251;C03170_KI: 0.054228313;C00112_KI: 0.045992795;C00342_KI: 0.12016243192307693;C00206_KI: 0.03239613;C03723_KI: 0.12016243192307693;C00361_KI: 0.03523095
,1.7.1.7,Escherichia coli,R193,Gmp reductase,R01134,MRL,C00006; C00014; C00130,C00005; C00080; C00144,Km_C00005: 0.0147; Km_C00080: 1.416897535; Km_C00144: 0.096; Km_C00006: 0.041076548; Km_C00014: 2.002981424; Km_C00130: 0.031564109,Kcat_F: 53.71167889333333; Kcat_R: 40.63557541,C00005;C00006;C00130;C00080;C00014;C00144,C00014_KI: 2.002981424;C00006_KI: 0.041076548;C00130_KI: 0.031564109;C00080_KI: 1.416897535;C00144_KI: 0.028494202;C00005_KI: 0.01557366
,1.2.1.41,Escherichia coli,R194,Glutamate-5-semialdehyde dehydrogenase,R03313,MRL,C00006; C00009; C01165,C00005; C00080; C03287,Km_C00005: 0.039560795; Km_C00080: 0.657063842; Km_C03287: 0.307542831; Km_C00006: 0.11499999999999999; Km_C00009: 1.657769561; Km_C01165: 2.5,Kcat_F: 9.454818469333333; Kcat_R: 17.390773305,C01165;C00005;C00006;C00080;C00009;C03287,C00009_KI: 1.657769561;C00080_KI: 0.657063842;C03287_KI: 0.307542831;C00005_KI: 0.039560795;C01165_KI: 0.918889463;C00006_KI: 0.124693066
,2.4.2.22,Escherichia coli,R195,Xanthine phosphoribosyltransferase,R02142,MRL,C00013; C00655,C00119; C00385,Km_C00119: 0.139; Km_C00385: 0.0174; Km_C00013: 0.11156448; Km_C00655: 0.029979756,Kcat_F: 0.0028437310000000004; Kcat_R: 131.0,C00655;C00242;C00119;C00013;C00144;C00385,C00655_KI: 0.029979756;C00144_KI: 0.027813138;C00119_KI: 0.103107788;C00385_KI: 0.020254077;C00013_KI: 0.11156448;C00242_KI: 0.015021576
,2.4.2.22,Escherichia coli,R196,Xanthine phosphoribosyltransferase,R01229,MRL,C00013; C00144,C00119; C00242,Km_C00119: 0.139; Km_C00242: 0.0043; Km_C00013: 0.11156448; Km_C00144: 0.027813138,Kcat_F: 0.001839427; Kcat_R: 112.0,C00655;C00242;C00119;C00013;C00144;C00385,C00655_KI: 0.029979756;C00144_KI: 0.027813138;C00119_KI: 0.103107788;C00385_KI: 0.020254077;C00013_KI: 0.11156448;C00242_KI: 0.015021576
,2.5.1.9,Escherichia coli,R197,Riboflavin synthase,R00066,MRL,C04332,C00255; C04732,Km_C00255: 0.004734037; Km_C04732: 0.011616812; Km_C04332: 0.007009075,Kcat_F: 0.267; Kcat_R: 0.286855287,C04732;C00255;C04332,C00255_KI: 0.004734037;C04332_KI: 0.007009075;C04732_KI: 0.011616812
,2.7.2.8,Escherichia coli,R198,Acetylglutamate kinase,R02649,MRL,C00002; C00624,C00008; C04133,Km_C00008: 0.220769554; Km_C04133: 0.485856205; Km_C00002: 0.227192; Km_C00624: 0.75,Kcat_F: 14.869211994999999; Kcat_R: 18.487732485000002,C04133;C00008;C00624;C00002,C00624_KI: 1.75552249;C04133_KI: 0.485856205;C00008_KI: 0.220769554;C00002_KI: 0.227192
,6.3.4.13,Escherichia coli,R199,Phosphoribosylamine-glycine ligase,R04144,MRL,C00002; C00037; C03090,C00008; C00009; C03838,Km_C00008: 0.031724166; Km_C00009: 0.464264423; Km_C03838: 0.158931777; Km_C00002: 0.039892685; Km_C00037: 0.369721293; Km_C03090: 0.07,Kcat_F: 3.1624124803333333; Kcat_R: 2.9344528266666665,C03838;C00009;C00037;C03090;C00008;C00002,C03838_KI: 0.158931777;C00008_KI: 0.031724166;C03090_KI: 0.245433092;C00009_KI: 0.464264423;C00037_KI: 0.369721293;C00002_KI: 0.039892685
,5.3.1.8,Escherichia coli,R200,Mannose-6-phosphate isomerase,R00772,MRL,C00275,C00085,Km_C00085: 0.392593026; Km_C00275: 0.454116464,Kcat_F: 17.48686851; Kcat_R: 17.92077181,C05345;C00275;C00085,C00085_KI: 0.392593026;C00275_KI: 0.454116464;C05345_KI: 0.392593026
,5.3.1.8,Escherichia coli,R201,Mannose-6-phosphate isomerase,R01819,MRL,C00275,C05345,Km_C05345: 0.33; Km_C00275: 0.454116464,Kcat_F: 17.48686851; Kcat_R: 23.0,C05345;C00275;C00085,C00085_KI: 0.392593026;C00275_KI: 0.454116464;C05345_KI: 0.392593026
,2.4.2.17,Escherichia coli,R202,Atp phosphoribosyltransferase,R01071,MRL,C00013; C02739,C00002; C00119,Km_C00002: 0.058259234; Km_C00119: 0.100563362; Km_C00013: 0.135490909; Km_C02739: 0.096474715,Kcat_F: 0.135824241; Kcat_R: 0.45889852600000003,C00013;C02739;C00002;C00119,C00119_KI: 0.100563362;C00002_KI: 0.058259234;C00013_KI: 0.135490909;C02739_KI: 0.096474715
,6.3.5.4,Escherichia coli,R203,Asparagine synthase (glutamine-hydrolysing),R00256,MRL,C00001; C00064,C00014; C00025,Km_C00014: 0.868321598; Km_C00025: 0.753711462; Km_C00001: 0.533058226; Km_C00064: 0.542225182,Kcat_F: 1.2745223545; Kcat_R: 1.6232639815,C00049;C00020;C00064;C00014;C00001;C00152;C00025;C00013;C00002,C00025_KI: 0.753711462;C00152_KI: 0.582034588;C00064_KI: 0.542225182;C00002_KI: 0.072208658;C00013_KI: 0.234596208;C00001_KI: 0.533058226;C00014_KI: 0.868321598;C00020_KI: 0.06555289;C00049_KI: 0.928563893
,6.3.5.4,Escherichia coli,R204,Asparagine synthase (glutamine-hydrolysing),R00483,MRL,C00002; C00014; C00049,C00013; C00020; C00152,Km_C00013: 0.234596208; Km_C00020: 0.06555289; Km_C00152: 0.582034588; Km_C00002: 0.072208658; Km_C00014: 0.868321598; Km_C00049: 0.928563893,Kcat_F: 1.427939326; Kcat_R: 0.607987396,C00049;C00020;C00064;C00014;C00001;C00152;C00025;C00013;C00002,C00025_KI: 0.753711462;C00152_KI: 0.582034588;C00064_KI: 0.542225182;C00002_KI: 0.072208658;C00013_KI: 0.234596208;C00001_KI: 0.533058226;C00014_KI: 0.868321598;C00020_KI: 0.06555289;C00049_KI: 0.928563893
,6.3.5.4,Escherichia coli,R205,Asparagine synthase (glutamine-hydrolysing),R00578,MRL,C00001; C00002; C00049; C00064,C00013; C00020; C00025; C00152,Km_C00013: 0.234596208; Km_C00020: 0.06555289; Km_C00025: 0.753711462; Km_C00152: 0.582034588; Km_C00001: 0.533058226; Km_C00002: 0.072208658; Km_C00049: 0.928563893; Km_C00064: 0.542225182,Kcat_F: 1.0556027235; Kcat_R: 0.6150095895000001,C00049;C00020;C00064;C00014;C00001;C00152;C00025;C00013;C00002,C00025_KI: 0.753711462;C00152_KI: 0.582034588;C00064_KI: 0.542225182;C00002_KI: 0.072208658;C00013_KI: 0.234596208;C00001_KI: 0.533058226;C00014_KI: 0.868321598;C00020_KI: 0.06555289;C00049_KI: 0.928563893
,3.6.4.13,Escherichia coli,R206,Rna helicase,R00086,MRL,C00001; C00002,C00008; C00009,Km_C00008: 0.055754796; Km_C00009: 0.760678589; Km_C00001: 0.232451633; Km_C00002: 0.04959869,Kcat_F: 2.2557374924999998; Kcat_R: 1.330235241,C00001;C00009;C00008;C00002,C00001_KI: 0.232451633;C00009_KI: 0.760678589;C00008_KI: 0.055754796;C00002_KI: 0.04959869
,2.7.4.22,Escherichia coli,R207,Ump kinase,R00158,MRL,C00002; C00105,C00008; C00015,Km_C00008: 0.083462797; Km_C00015: 0.128364116; Km_C00002: 0.087634064; Km_C00105: 0.07725,Kcat_F: 87.54193874500001; Kcat_R: 105.07921608999999,C00015;C00105;C00008;C00002,C00008_KI: 0.083462797;C00105_KI: 0.130840898;C00015_KI: 0.128364116;C00002_KI: 0.087634064
,2.6.1.33,Escherichia coli,R208,"Dtdp-4-amino-4,6-dideoxy-d-glucose transaminase",R02773,MRL,C00026; C04268,C00025; C11907,Km_C00025: 1.799565077; Km_C11907: 0.14; Km_C00026: 0.22; Km_C04268: 0.032,Kcat_F: 5.1522920315; Kcat_R: 5.793689944,C06018;C00010;C11907;C00026;C00024;C00025;C04268,C06018_KI: 0.161368743;C04268_KI: 0.140812144;C11907_KI: 0.4310526625;C00026_KI: 0.367316157;C00025_KI: 1.799565077;C00010_KI: 0.069717444;C00024_KI: 0.04753641
,2.6.1.33,Escherichia coli,R209,"Dtdp-4-amino-4,6-dideoxy-d-glucose transaminase",R02772,MRL,C00010; C00026; C06018,C00024; C00025; C11907,Km_C00024: 0.04753641; Km_C00025: 1.799565077; Km_C11907: 0.14; Km_C00010: 0.069717444; Km_C00026: 0.22; Km_C06018: 0.161368743,Kcat_F: 5.776223808; Kcat_R: 6.017516842999999,C06018;C00010;C11907;C00026;C00024;C00025;C04268,C06018_KI: 0.161368743;C04268_KI: 0.140812144;C11907_KI: 0.4310526625;C00026_KI: 0.367316157;C00025_KI: 1.799565077;C00010_KI: 0.069717444;C00024_KI: 0.04753641
,1.5.3.2,Escherichia coli,R210,N-methyl-l-amino-acid oxidase,R01264,MRL,C00001; C00007; C03148,C00027; C00067; C00151,Km_C00027: 2.760163307; Km_C00067: 0.544002056; Km_C00151: 1.1904533320000001; Km_C00001: 1.326961756; Km_C00007: 0.130686209; Km_C03148: 1.1904533320000001,Kcat_F: 16.2284910415; Kcat_R: 237.231546939,C00067;C00007;C03148;C00151;C00001;C00027,C00007_KI: 0.130686209;C00001_KI: 1.326961756;C03148_KI: 1.1904533320000001;C00151_KI: 1.1904533320000001;C00027_KI: 2.760163307;C00067_KI: 0.544002056
,3.6.1.23,Escherichia coli,R211,Dutp diphosphatase,R02100,MRL,C00001; C00460,C00013; C00365,Km_C00013: 0.040756058; Km_C00365: 0.044575993; Km_C00001: 0.389789045; Km_C00460: 3333.50031,Kcat_F: 5.8681589065; Kcat_R: 0.1648038755,C00001;C00460;C00365;C00013,C00001_KI: 0.389789045;C00013_KI: 0.040756058;C00365_KI: 0.044575993;C00460_KI: 0.028080966
,1.20.4.1,Escherichia coli,R212,Arsenate reductase (glutathione/glutaredoxin),R05747,MRL,C07292; C11215,C06697; C07293,Km_C06697: 2.247138977; Km_C07293: 3.515712992333333; Km_C07292: 0.3; Km_C11215: 8.0,Kcat_F: 0.09; Kcat_R: 19.78221183941891,C07292;C07293;C11215;C06697,C07292_KI: 2.247138977;C06697_KI: 2.247138977;C11215_KI: 2.247138977;C07293_KI: 2.247138977
,6.3.2.13,Escherichia coli,R213,"Udp-n-acetylmuramoyl-l-alanyl-d-glutamate-2,6-diaminopimelate ligase",R02788,MRL,C00002; C00680; C00692,C00008; C00009; C04877,Km_C00008: 0.081256479; Km_C00009: 0.492516607; Km_C04877: 0.063764334; Km_C00002: 0.077707916; Km_C00680: 0.038; Km_C00692: 0.0555,Kcat_F: 0.4468866523333333; Kcat_R: 0.5257426553333333,C04877;C00009;C00692;C00680;C00008;C00002,C00692_KI: 0.066973016;C00009_KI: 0.492516607;C00002_KI: 0.077707916;C04877_KI: 0.063764334;C00680_KI: 0.065323465;C00008_KI: 0.081256479
,1.8.4.12,Escherichia coli,R214,Peptide-methionine (r)-s-oxide reductase,R07607,MRL,C00001; C00343; C03023,C00342; C15653,Km_C00342: 0.2629544445; Km_C15653: 0.010300459; Km_C00001: 0.51560843; Km_C00343: 0.2629544445; Km_C03023: 0.2629544445,Kcat_F: 4.026646169; Kcat_R: 6.745091725,C00343;C00001;C00342;C15653;C03023,C00343_KI: 0.2629544445;C03023_KI: 0.2629544445;C15653_KI: 0.010300459;C00342_KI: 0.2629544445;C00001_KI: 0.51560843
,2.8.1.1,Escherichia coli,R215,Thiosulfate sulfurtransferase,R01931,MRL,C00177; C00320,C00094; C01755,Km_C00094: 0.461084336; Km_C01755: 0.89351809; Km_C00177: 0.354361653; Km_C00320: 1.142263889,Kcat_F: 1.188539407; Kcat_R: 1.502503157,C00320;C00177;C01755;C00094,C01755_KI: 0.89351809;C00320_KI: 1.142263889;C00094_KI: 0.461084336;C00177_KI: 0.354361653
,5.1.1.1,Escherichia coli,R216,Alanine racemase,R00401,MRL,C00041,C00133,Km_C00133: 0.6595; Km_C00041: 2.551930666,Kcat_F: 51.50888688; Kcat_R: 5.783,C00041;C00133,C00041_KI: 2.551930666;C00133_KI: 2.551930666
,2.5.1.61,Escherichia coli,R217,Hydroxymethylbilane synthase,R00084,MRL,C00001; C00931,C00014; C01024,Km_C00014: 0.885923684; Km_C01024: 0.003699619; Km_C00001: 0.324522942; Km_C00931: 0.015272492,Kcat_F: 0.9226052755; Kcat_R: 14.98008742,C00014;C00001;C01024;C00931,C00931_KI: 0.015272492;C00014_KI: 0.885923684;C01024_KI: 0.003699619;C00001_KI: 0.324522942
,2.5.1.18,Escherichia coli,R218,Glutathione transferase,R03522,MRL,C00051; C01322,C00462; C02320,Km_C00462: 0.223690674; Km_C02320: 0.223690674; Km_C00051: 0.223690674; Km_C01322: 0.223690674,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R219,Glutathione transferase,R07093,MRL,C00051; C14859,C01327; C14864,Km_C01327: 0.498653144; Km_C14864: 0.361171909; Km_C00051: 0.223690674; Km_C14859: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R220,Glutathione transferase,R07094,MRL,C00051; C14865,C01327; C14863,Km_C01327: 0.498653144; Km_C14863: 0.361171909; Km_C00051: 0.223690674; Km_C14865: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R221,Glutathione transferase,R07100,MRL,C00051; C06790,C01327; C14868,Km_C01327: 0.498653144; Km_C14868: 0.36683509266666664; Km_C00051: 0.223690674; Km_C06790: 0.37816146,Kcat_F: 2.596565015; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R222,Glutathione transferase,R07113,MRL,C00051; C00080; C11088,C13645; C14874,Km_C13645: 0.3599901575; Km_C14874: 0.3599901575; Km_C00051: 0.223690674; Km_C00080: 0.496289641; Km_C11088: 0.3599901575,Kcat_F: 3.716250068; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
